8000
8.907185196876525879e-01 0.000000000000000000e+00
6.204708814620971680e-01 0.000000000000000000e+00
5.045447945594787598e-01 0.000000000000000000e+00
7.929517030715942383e-01 0.000000000000000000e+00
2.464610338211059570e-01 0.000000000000000000e+00
5.628814697265625000e-01 0.000000000000000000e+00
2.969237565994262695e-01 0.000000000000000000e+00
5.629196763038635254e-01 0.000000000000000000e+00
2.502481639385223389e-01 0.000000000000000000e+00
3.770647943019866943e-01 0.000000000000000000e+00
8.354989290237426758e-01 0.000000000000000000e+00
3.870705664157867432e-01 0.000000000000000000e+00
8.140109777450561523e-01 0.000000000000000000e+00
2.525022327899932861e-01 0.000000000000000000e+00
9.374980926513671875e-01 0.000000000000000000e+00
7.720871567726135254e-01 0.000000000000000000e+00
5.763721466064453125e-01 0.000000000000000000e+00
4.537683129310607910e-01 0.000000000000000000e+00
6.358206868171691895e-01 0.000000000000000000e+00
1.512954086065292358e-01 0.000000000000000000e+00
2.457094192504882812e-01 0.000000000000000000e+00
4.500620067119598389e-01 0.000000000000000000e+00
3.414903879165649414e-01 0.000000000000000000e+00
7.854154706001281738e-01 0.000000000000000000e+00
8.066890239715576172e-01 0.000000000000000000e+00
9.611797332763671875e-01 0.000000000000000000e+00
2.641391456127166748e-01 0.000000000000000000e+00
4.124415516853332520e-01 0.000000000000000000e+00
4.627453386783599854e-01 0.000000000000000000e+00
4.763578176498413086e-01 0.000000000000000000e+00
3.324079513549804688e-02 0.000000000000000000e+00
3.086178302764892578e-01 0.000000000000000000e+00
8.998454213142395020e-01 0.000000000000000000e+00
3.946035504341125488e-01 0.000000000000000000e+00
2.065410614013671875e-01 0.000000000000000000e+00
2.131245583295822144e-01 0.000000000000000000e+00
5.083147883415222168e-01 0.000000000000000000e+00
9.344421029090881348e-01 0.000000000000000000e+00
4.000197052955627441e-01 0.000000000000000000e+00
3.797026872634887695e-01 0.000000000000000000e+00
6.296480894088745117e-01 0.000000000000000000e+00
1.056872084736824036e-01 0.000000000000000000e+00
3.587999045848846436e-01 0.000000000000000000e+00
2.894674539566040039e-01 0.000000000000000000e+00
1.824964284896850586e-01 0.000000000000000000e+00
7.465666532516479492e-01 0.000000000000000000e+00
9.547361731529235840e-01 0.000000000000000000e+00
5.054118037223815918e-01 0.000000000000000000e+00
2.013337016105651855e-01 0.000000000000000000e+00
8.666576147079467773e-01 0.000000000000000000e+00
6.144384741783142090e-01 0.000000000000000000e+00
5.237134099006652832e-01 0.000000000000000000e+00
9.755775928497314453e-01 0.000000000000000000e+00
5.443576574325561523e-01 0.000000000000000000e+00
5.088137388229370117e-01 0.000000000000000000e+00
1.784446537494659424e-01 0.000000000000000000e+00
7.894228100776672363e-01 0.000000000000000000e+00
4.294788837432861328e-02 0.000000000000000000e+00
3.881569951772689819e-02 0.000000000000000000e+00
5.314267873764038086e-01 0.000000000000000000e+00
4.033247232437133789e-01 0.000000000000000000e+00
5.222626328468322754e-01 0.000000000000000000e+00
1.019721198827028275e-02 0.000000000000000000e+00
5.339356660842895508e-01 0.000000000000000000e+00
5.290343165397644043e-01 0.000000000000000000e+00
7.388815879821777344e-01 0.000000000000000000e+00
7.654677033424377441e-01 0.000000000000000000e+00
9.748616814613342285e-01 0.000000000000000000e+00
2.256239205598831177e-01 0.000000000000000000e+00
7.620590925216674805e-01 0.000000000000000000e+00
